provider,instance,bench_key,bench_name,unit,avg,min,max,1st_quartile,2nd_quartile,3rd_quartile,iqr,std,cpr,deg,std_perc,grad_std_perc,pqi
egi,T2-1,5b6cb427d11dfdd876e2dfedeb8039bbb2bf00b8,CPU SHA256,seconds,3.145517955801105,2.955,3.3059999999999996,3.113666666666667,3.1475,3.1773333333333333,0.06366666666666632,0.049708501599521164,0.4483747114917127,0.0062398039035568,0.0158029622777535,0.01034816579380962,0.010796977325039973
egi,T3-1,5b6cb427d11dfdd876e2dfedeb8039bbb2bf00b8,CPU SHA256,seconds,3.186704419889503,3.0066666666666664,3.325333333333333,3.1526666666666667,3.188833333333333,3.2246666666666663,0.07199999999999962,0.05114152989520961,0.398363546121547,0.006451629269205785,0.01604840711802914,0.01110692267543164,0.01120231968755552
egi,T3-2,5b6cb427d11dfdd876e2dfedeb8039bbb2bf00b8,CPU SHA256,seconds,4.9293052486187845,4.660666666666667,5.419,4.85525,4.921833333333334,4.996416666666667,0.14116666666666688,0.10617741636906924,0.6162025905193371,0.008536969571788053,0.0215400367828348,0.014811220869740219,0.014962742408121022
egi,T4-1,5b6cb427d11dfdd876e2dfedeb8039bbb2bf00b8,CPU SHA256,seconds,4.8943687845303865,4.615333333333333,5.275666666666666,4.821166666666667,4.889833333333334,4.963,0.14183333333333348,0.1023265044364604,1.2236705060331492,0.00842085284262016,0.020906986976519507,0.014888164401683095,0.014738668073607585
egi,T1-1,5b6d62d2c3e75fa54f053717e103d742ca2e7ded,DISK FILE W,writes/s,140.25182320441988,118.52999999999999,144.26,139.735,140.64666666666668,141.50750000000002,1.772500000000008,2.7682142333180644,0.0005081716470531696,0.005069970757038508,0.01973745631301588,0.013923079828747546,0.012910168966267312
egi,T1-2,5b6d62d2c3e75fa54f053717e103d742ca2e7ded,DISK FILE W,writes/s,158.3893186003683,82.99,267.90333333333336,136.12083333333334,155.66666666666669,177.4025,41.281666666666666,31.529983072884647,0.00044997983847525855,0.07937466331774846,0.1990663470965354,0.1409556633508381,0.13979889125504064
egi,T2-1,5b6d62d2c3e75fa54f053717e103d742ca2e7ded,DISK FILE W,writes/s,157.7123388581952,88.32333333333334,242.91666666666666,135.82916666666665,156.05166666666668,178.24833333333333,42.41916666666668,29.629669432412047,0.0009038227511682926,0.07704904030541891,0.18787159994534822,0.12514680789721871,0.13002248271599529
egi,T3-1,5b6d62d2c3e75fa54f053717e103d742ca2e7ded,DISK FILE W,writes/s,168.77412523020257,83.3,288.49666666666667,144.5725,167.79833333333335,190.91333333333333,46.340833333333336,35.542845783881084,0.0007406822570076607,0.0843270166362883,0.21059416385895507,0.14206877831778558,0.14566331960434298
egi,T3-2,5b6d62d2c3e75fa54f053717e103d742ca2e7ded,DISK FILE W,writes/s,100.5859714548803,56.77333333333333,136.39333333333332,88.41833333333332,101.49000000000001,112.14750000000001,23.729166666666686,16.449675773841207,0.0012427975610502968,0.06688414665418274,0.16353846899236854,0.10619394754720486,0.11220552106458537
egi,T4-1,5b6d62d2c3e75fa54f053717e103d742ca2e7ded,DISK FILE W,writes/s,100.69270257826888,53.14000000000001,134.15333333333334,88.43916666666667,101.41499999999999,112.57666666666668,24.137500000000017,16.608553518074572,0.0024829604688151206,0.06765678087134956,0.16494297096817587,0.10703215115992787,0.1132106343331511
