provider,instance,bench_key,bench_name,unit,avg,min,max,1st_quartile,2nd_quartile,3rd_quartile,iqr,5_percentile,95_percentile,std,cpr,bdth,dis,speed,pqi
gcp,e2-t1-1,09b85683be2ff3589454eceefca9a640e3fb6508,CPU DUR,s,0.1980995223664571,0.11080026626586914,0.5774369239807129,0.11335945129394531,0.1197847843170166,0.26577422618865965,0.15241477489471433,0.1117253589630127,0.40954160690307506,0.1033761835446065,0.014118949158102129,0.2268485983186894,0.521839640548828,0.3651624529479085,0.3712835639384753
gcp,e2-t1-2,09b85683be2ff3589454eceefca9a640e3fb6508,CPU DUR,s,0.1932853340648181,0.11050772666931152,0.5779916763305664,0.11346240043640138,0.12039985656738281,0.2565023422241211,0.14303994178771973,0.11167665481567382,0.3848182010650635,0.09892355497173783,0.013775832329467717,0.22094857733064716,0.5118006260038533,0.3644434174586694,0.36573087359772327
gcp,e2-t2-1,09b85683be2ff3589454eceefca9a640e3fb6508,CPU DUR,s,0.14671196295315309,0.10856084823608399,0.32934999465942383,0.11289000511169434,0.11567115783691406,0.1798306703567505,0.06694066524505615,0.11131282329559325,0.2275548553466794,0.04184429387785453,0.020912910047194255,0.1276809858046114,0.28521391872601365,0.20216576856139776,0.2050202243640076
gcp,n1-t1-1,09b85683be2ff3589454eceefca9a640e3fb6508,CPU DUR,s,0.20106142794161921,0.10615487098693847,0.643857192993164,0.11302564144134522,0.12306365966796876,0.27716219425201416,0.16413655281066894,0.11109822273254395,0.3938727951049803,0.10213253806738531,0.025134286984125936,0.22571694373998413,0.5079668393533981,0.3575172038012077,0.36373366229819665
gcp,n1-t1-2,09b85683be2ff3589454eceefca9a640e3fb6508,CPU DUR,s,0.1918295488406077,0.10709357261657715,0.6728784561157226,0.11272170543670654,0.12107441425323487,0.26212395429611207,0.14940224885940553,0.11106289625167846,0.38415367603302,0.09687007867496081,0.023980228241466693,0.22114751359985702,0.5049799640380258,0.3519508707237713,0.3593594494538847
gcp,n1-t2-1,09b85683be2ff3589454eceefca9a640e3fb6508,CPU DUR,s,0.1463199319803124,0.10643215179443359,0.32032365798950196,0.11274793148040771,0.11558952331542968,0.17824294567108154,0.06549501419067383,0.11132125854492188,0.23134406566619872,0.04172162890914125,0.03658232411398979,0.12657346220281954,0.2851397505758475,0.2037578849571706,0.20515703257861254
gcp,e2-t1-1,11d4515d916b810e82d25d90d9cc29181d2832ce,MEM SPEED,MiB/s,13392.511397712833,11208.68,13529.166666666666,13378.253333333334,13418.159999999998,13446.131666666668,67.87833333333401,13263.763666666666,13477.385000000002,146.36214604927616,5.321780051811029e-06,0.0023010613760907307,0.010928655701892612,0.007657346309114339,0.006962354462365894
gcp,e2-t1-2,11d4515d916b810e82d25d90d9cc29181d2832ce,MEM SPEED,MiB/s,13400.13078780178,11722.403333333334,14199.623333333331,13397.546666666667,13433.146666666667,13456.676666666666,59.1299999999992,13247.608666666667,13487.367999999999,167.76865354751857,5.3187540576006415e-06,0.0026486295130003354,0.012519926574167424,0.008856697251446673,0.008008417779538143
gcp,e2-t2-1,11d4515d916b810e82d25d90d9cc29181d2832ce,MEM SPEED,MiB/s,25363.84326980093,18912.59,26229.483333333337,25217.87,25426.436666666665,25635.325,417.45500000000175,24520.712,25921.492333333335,490.1554385405837,5.619968491514763e-06,0.006076083093927504,0.01932496717183944,0.013789265820456694,0.013063438695407877
gcp,n1-t1-1,11d4515d916b810e82d25d90d9cc29181d2832ce,MEM SPEED,MiB/s,13437.866306649725,11974.736666666666,15230.583333333334,13413.368333333332,13449.423333333332,13479.508333333335,66.14000000000306,13284.377333333332,13513.844666666666,148.05286140926307,9.302667339244164e-06,0.00238747231403968,0.011017587020939414,0.007997566784352346,0.0071342087064438136
gcp,n1-t1-2,11d4515d916b810e82d25d90d9cc29181d2832ce,MEM SPEED,MiB/s,13448.835229007633,11530.21,14372.409999999998,13443.306666666665,13470.759999999998,13491.22,47.91333333333387,13335.756666666666,13511.801666666666,141.69637628229157,9.29508004755473e-06,0.002022354005892599,0.010535958978564058,0.007519363163362999,0.006692558715939885
gcp,n1-t2-1,11d4515d916b810e82d25d90d9cc29181d2832ce,MEM SPEED,MiB/s,25364.279563744178,18756.64,26867.266666666666,25246.255000000005,25447.543333333335,25663.971666666665,417.7166666666599,24446.371333333336,26233.677666666666,823.4495007344175,9.85701168336648e-06,0.007891224146456504,0.032464927642236685,0.02304447004084623,0.02113354060984647
gcp,e2-t1-1,277604812f42491cbabe59d60001aaffc925c2b5,CPU BZIP2,seconds,7.207408725116476,6.893,8.99,7.062166666666666,7.164000000000001,7.294666666666667,0.23250000000000082,6.974433333333334,7.5918,0.22180240913834595,0.5136864346565014,0.010659602438446018,0.03077422380187846,0.020455332679233107,0.020629719639852526
