provider,instance,bench_key,bench_name,unit,avg,min,max,1st_quartile,2nd_quartile,3rd_quartile,iqr,5_percentile,95_percentile,std,cpr,bdth,dis,speed,pqi
aws,a1.large-1,09b85683be2ff3589454eceefca9a640e3fb6508,CPU DUR,s,0.3496433831319562,0.2588950634002686,0.7746523380279541,0.2668935298919678,0.2778319358825684,0.4196475982666016,0.1527540683746338,0.2635512828826904,0.5463004589080811,0.09823873475254036,0.02034924489827985,0.12420636225349113,0.2809683794744225,0.19786691611436594,0.20101388594742653
aws,a1.large-2,09b85683be2ff3589454eceefca9a640e3fb6508,CPU DUR,s,0.3400078101458003,0.2597354412078857,0.6438236713409424,0.2664375066757202,0.27466521263122556,0.41522789001464844,0.14879038333892824,0.26308407783508303,0.53205406665802,0.09408591627734728,0.019788454550485574,0.12345717457140772,0.27671692669942455,0.19744154597675603,0.19920521574919609
aws,a1.xlarge-1,09b85683be2ff3589454eceefca9a640e3fb6508,CPU DUR,s,0.3183822682988629,0.25814113616943357,0.9234545707702637,0.2659821748733521,0.27747397422790526,0.3363690137863159,0.07038683891296382,0.2627427339553833,0.4871016263961792,0.08490819711922358,0.03705969602998764,0.0833707338938729,0.2666863251301449,0.15232370561183287,0.16746025487861688
aws,m5.large-1,09b85683be2ff3589454eceefca9a640e3fb6508,CPU DUR,s,0.17007838442058068,0.09569010734558106,0.5274240493774414,0.09872136116027833,0.10178794860839843,0.23886897563934328,0.14014761447906496,0.09785611629486084,0.3703486919403076,0.09008927921985822,0.019559014208366778,0.2352642229575461,0.5296927033189573,0.37769353866697225,0.38088348831449187
aws,m5.large-2,09b85683be2ff3589454eceefca9a640e3fb6508,CPU DUR,s,0.17383012383551544,0.09633073806762696,0.5668768405914306,0.09857518672943116,0.10141229629516602,0.2406384229660034,0.14206323623657224,0.0977630615234375,0.374273419380188,0.09303674759013247,0.019990464241084274,0.23546070275260667,0.5352164834109382,0.3780766852149643,0.38291795712616966
aws,m5.xlarge-1,09b85683be2ff3589454eceefca9a640e3fb6508,CPU DUR,s,0.12328568921871162,0.09298968315124512,0.27878479957580565,0.09828121662139892,0.09972906112670898,0.1485600471496582,0.05027883052825928,0.09758329391479492,0.18761391639709474,0.031700171827000447,0.028355708520303672,0.11388079705136109,0.25712774960249946,0.18594568355154556,0.1856514100684687
aws,a1.large-1,11d4515d916b810e82d25d90d9cc29181d2832ce,MEM SPEED,MiB/s,20957.497538018906,11900.949999999999,21373.670000000002,20958.325,21117.563333333335,21178.35,220.02499999999782,20349.373333333333,21234.841666666667,643.1542027957915,2.7770491154499543e-06,0.006545453312526723,0.03068850188955281,0.02250915423213981,0.019914369811406447
aws,a1.large-2,11d4515d916b810e82d25d90d9cc29181d2832ce,MEM SPEED,MiB/s,20970.07530620633,16120.176666666666,21439.343333333334,20894.925000000003,21116.346666666668,21207.618333333332,312.69333333332906,20340.821666666667,21262.62333333333,432.5230631221143,2.775383452379642e-06,0.0063164264597042755,0.02062572770037236,0.014085776500175111,0.013675976886750582
aws,a1.xlarge-1,11d4515d916b810e82d25d90d9cc29181d2832ce,MEM SPEED,MiB/s,36603.57509247842,30684.440000000002,40986.98,36205.013333333336,36617.91333333333,37008.79833333333,803.7849999999962,35398.104999999996,37824.71333333333,817.1480533727615,3.180017244378917e-06,0.007760439869950954,0.02232426890838527,0.015264984838455408,0.015116564538930545
aws,m5.large-1,11d4515d916b810e82d25d90d9cc29181d2832ce,MEM SPEED,MiB/s,15614.801989313604,14115.086666666668,17325.329999999998,15606.933333333332,15616.97,15635.808333333334,28.87500000000182,15546.393333333333,15648.201666666664,129.66012368774324,7.364806808226146e-06,0.0012167517149995267,0.008303667492964658,0.005824314066209018,0.005114911091391067
aws,m5.large-2,11d4515d916b810e82d25d90d9cc29181d2832ce,MEM SPEED,MiB/s,15610.346300863132,13418.936666666666,16025.326666666668,15605.956666666667,15617.839999999998,15637.233333333334,31.276666666666642,15551.896666666667,15648.45,136.71201942352823,7.366908957916032e-06,0.0011732243265896373,0.00875778261344331,0.0062337872803075525,0.0053882647401135
aws,m5.xlarge-1,11d4515d916b810e82d25d90d9cc29181d2832ce,MEM SPEED,MiB/s,29470.99681052199,27792.319999999996,34078.526666666665,29178.61,29451.210000000003,29741.63166666666,563.0216666666602,28720.361666666664,30158.498333333337,509.46089676331854,7.804283020311123e-06,0.006124260606897743,0.017286856635314977,0.012418929849084272,0.011943349030432331
aws,a1.large-1,277604812f42491cbabe59d60001aaffc925c2b5,CPU BZIP2,seconds,9.609303740238389,9.388,10.041666666666666,9.569,9.588333333333333,9.621833333333333,0.05283333333333218,9.5445,9.737666666666666,0.06779517648360597,0.5592614776818743,0.002588883611975557,0.007055160115265969,0.003113615586295107,0.004252553104512211
aws,a1.large-2,277604812f42491cbabe59d60001aaffc925c2b5,CPU BZIP2,seconds,9.590834360871352,9.378666666666666,9.903,9.555499999999999,9.571333333333333,9.606333333333334,0.05083333333333506,9.5395,9.716333333333333,0.0609810566082684,0.5581865598027127,0.002264164086141323,0.006358263975140544,0.002839189933662979,0.0038205393316482813
aws,a1.xlarge-1,277604812f42491cbabe59d60001aaffc925c2b5,CPU BZIP2,seconds,9.660639950678176,9.366666666666667,11.546333333333335,9.543,9.557,9.582333333333333,0.03933333333333344,9.5295,10.748833333333334,0.3637068819711743,1.1244984902589397,0.009169930662890027,0.037648321832514015,0.019894264133464686,0.02223750554295624
aws,m5.large-1,277604812f42491cbabe59d60001aaffc925c2b5,CPU BZIP2,seconds,5.131251130291821,4.6066666666666665,10.123666666666667,5.058666666666666,5.1419999999999995,5.153666666666666,0.09499999999999975,5.046166666666666,5.192666666666667,0.19069106389356066,0.5900938799835594,0.005331439369563563,0.03716268392475186,0.026427729307545535,0.022973950867286985
aws,m5.large-2,277604812f42491cbabe59d60001aaffc925c2b5,CPU BZIP2,seconds,5.12482120838471,4.931333333333334,6.000333333333334,5.058,5.140666666666667,5.152,0.0940000000000003,5.046666666666667,5.195,0.0721648144840125,0.5893544389642418,0.004782921816202817,0.014081430658682061,0.00962827697295044,0.00949754314927844
aws,m5.xlarge-1,277604812f42491cbabe59d60001aaffc925c2b5,CPU BZIP2,seconds,4.893806822852445,4.414666666666666,5.213333333333334,4.869666666666667,4.890333333333333,4.916499999999999,0.04683333333333195,4.836666666666666,4.966333333333333,0.061683122729479886,1.1255755692560625,0.0036909238696949463,0.012604323170551048,0.008594167767462774,0.008296471602569588
aws,a1.large-1,4b7ccf0064e0a3ebfe54a6a139b35958a896593b,NET 5,MiB/s,13.28400328812166,0.0033333333333333335,15.34,13.128333333333334,13.523333333333333,13.896666666666667,0.7683333333333326,10.476666666666667,14.726666666666667,1.4363949798926408,0.004381209394312744,0.03072410826785459,0.10812967662971311,0.06559109191142228,0.06814829226966332
aws,a1.large-2,4b7ccf0064e0a3ebfe54a6a139b35958a896593b,NET 5,MiB/s,13.473216193999178,5.3,15.656666666666666,13.206666666666669,13.576666666666666,13.976666666666667,0.7699999999999978,11.583333333333332,14.86,1.1237992784403392,0.004319681296728664,0.02520622224791623,0.083409874988933,0.046179507157336146,0.051598534798061785
aws,a1.xlarge-1,4b7ccf0064e0a3ebfe54a6a139b35958a896593b,NET 5,MiB/s,13.367291409782162,3.3433333333333333,15.343333333333334,13.223333333333334,13.573333333333332,13.979999999999999,0.7566666666666642,10.693333333333333,14.743333333333334,1.350621335000484,0.00870782243251005,0.02917005674133322,0.10103926768680314,0.051432950843125214,0.06054742509042052
aws,m5.large-1,4b7ccf0064e0a3ebfe54a6a139b35958a896593b,NET 5,MiB/s,13.31298808055898,1.486666666666667,15.353333333333333,13.233333333333333,13.603333333333333,13.973333333333333,0.7400000000000002,10.265,14.773333333333333,1.5156917831846888,0.008638180948117503,0.03281429487048567,0.11385060769325413,0.0576503445499973,0.0681050823712457
aws,m5.large-2,4b7ccf0064e0a3ebfe54a6a139b35958a896593b,NET 5,MiB/s,13.380863131935882,0.5866666666666666,15.613333333333332,13.335,13.68,14.088333333333335,0.7533333333333339,9.988333333333333,14.86,1.6482721868542562,0.008594363372982377,0.03323293013113709,0.12318130531657204,0.06428944890300238,0.07356789478357051
aws,m5.xlarge-1,4b7ccf0064e0a3ebfe54a6a139b35958a896593b,NET 5,MiB/s,13.3488532675709,1.4000000000000001,15.416666666666666,13.266666666666666,13.643333333333333,14.063333333333333,0.7966666666666669,9.918333333333333,14.808333333333334,1.586267392004526,0.0172299444296651,0.03362456622199007,0.11883173484707725,0.06344419049562598,0.07196683052156443
aws,m5.large-1,4edcdef29160f30a36d7e070b8267674e810f5f0,DISK SEEK,us,277.0490111248455,274.1666666666667,360.8,276.7,276.8,277.03333333333336,0.33333333333337123,276.46666666666664,278.03333333333336,3.0131878697863272,31.860636279357234,0.0009380985253448812,0.010876010196002853,0.007717148622590164,0.006510419114645966
aws,m5.large-2,4edcdef29160f30a36d7e070b8267674e810f5f0,DISK SEEK,us,277.1559950556242,274.46666666666664,358.6333333333334,276.7,276.8333333333333,277.06666666666666,0.36666666666667425,276.43333333333334,278.4666666666667,3.090155369183903,31.872939431396784,0.001184208169897309,0.011149516605490422,0.007809607066906618,0.006714443947431449
