provider,instance,bench_key,bench_name,unit,avg,min,max,1st_quartile,2nd_quartile,3rd_quartile,iqr,5_percentile,95_percentile,std,cpr,bdth,dis,speed,pqi
azure,A2-1,09b85683be2ff3589454eceefca9a640e3fb6508,CPU DUR,s,0.4137128549709655,0.24793386459350586,0.8540711402893066,0.30002186298370365,0.3455039501190186,0.5076845645904541,0.20766270160675043,0.2843109321594238,0.6911479377746582,0.13002262588213426,0.03599301838247399,0.13787619620323793,0.31428229584806905,0.22921680777413433,0.22712509994181376
azure,A2-2,09b85683be2ff3589454eceefca9a640e3fb6508,CPU DUR,s,0.3434480850352991,0.23817310333251954,0.4977283477783203,0.29910051822662354,0.3390346527099609,0.3797020196914673,0.08060150146484374,0.2829834270477295,0.42524402141571027,0.04927321573790228,0.029879983398071023,0.06039051798841842,0.14346627011426794,0.09706639069255761,0.1003077262650813
azure,A4-1,09b85683be2ff3589454eceefca9a640e3fb6508,CPU DUR,s,0.34354316341806446,0.2477785587310791,0.5174604892730713,0.2991442918777466,0.33778460025787355,0.3757545948028565,0.0766103029251099,0.2843502163887024,0.42942466735839846,0.048950926088199946,0.06286839890550579,0.05924319947695704,0.1424884302780626,0.10088704964079157,0.10087289313193706
azure,B2MS-1,09b85683be2ff3589454eceefca9a640e3fb6508,CPU DUR,s,0.1706364269938803,0.0977022647857666,0.3720059871673584,0.12784681320190427,0.13945374488830567,0.211677622795105,0.08383080959320072,0.11949355602264405,0.2759002923965454,0.05232157356037597,0.01638109699141251,0.1351737356150135,0.306626049795642,0.21672678962498196,0.2195088583452125
azure,B2MS-2,09b85683be2ff3589454eceefca9a640e3fb6508,CPU DUR,s,0.17661164996875633,0.08867373466491699,0.40836434364318847,0.13031163215637206,0.14532241821289063,0.2147798776626587,0.08446824550628665,0.11999860286712646,0.2906948518753053,0.05478187403498182,0.016954718397000607,0.13559919936011172,0.31018267506516733,0.22502699049728994,0.22360295497418967
azure,B4MS-1,09b85683be2ff3589454eceefca9a640e3fb6508,CPU DUR,s,0.142427680221819,0.09836926460266113,0.21847434043884278,0.12628598213195802,0.13720993995666503,0.1586528778076172,0.032366895675659174,0.11779216289520264,0.17595932960510252,0.02028932044776256,0.02734611460258925,0.059242127111580854,0.14245349229983714,0.09812331026011908,0.09993964322384569
azure,A2-1,11d4515d916b810e82d25d90d9cc29181d2832ce,MEM SPEED,MiB/s,10537.480882066277,8525.880000000001,12764.663333333336,9948.654166666665,10842.203333333335,11029.225833333334,1080.5716666666685,9129.697166666667,11421.585833333333,749.8516396242195,8.256242737110458e-06,0.029441504816372525,0.07116042705238886,0.042361961985979656,0.04765463128491368
azure,A2-2,11d4515d916b810e82d25d90d9cc29181d2832ce,MEM SPEED,MiB/s,19830.896166909268,15003.003333333332,23358.063333333335,18565.07,20505.216666666664,21172.325,2607.255000000001,16443.844666666668,21710.263,1795.8022603558145,4.387093718193741e-06,0.03781163390944496,0.09055577948879444,0.053289567334677254,0.06055232691097222
azure,A4-1,11d4515d916b810e82d25d90d9cc29181d2832ce,MEM SPEED,MiB/s,19831.1891765286,15125.793333333333,22372.429999999997,18938.92916666667,20486.458333333336,21098.053333333333,2159.1241666666647,16417.355,21629.619166666667,1727.7107402031156,9.227888371746837e-06,0.03597270021787034,0.08712088442219919,0.050710250894023604,0.057934611844697705
azure,B2MS-1,11d4515d916b810e82d25d90d9cc29181d2832ce,MEM SPEED,MiB/s,23442.597665176352,18755.88333333333,31291.069999999996,22540.768333333333,23751.170000000002,24801.873333333333,2261.1049999999996,19821.90166666667,26408.629999999997,2073.388828290451,4.09510931216495e-06,0.03461287331027953,0.08844535310907292,0.05434082668059822,0.05913301769998355
azure,B2MS-2,11d4515d916b810e82d25d90d9cc29181d2832ce,MEM SPEED,MiB/s,23611.001079308287,19086.746666666662,33977.29666666667,22772.31166666667,23848.210000000003,24804.955,2032.6433333333334,19755.101,26658.764666666666,2148.399620182439,4.065901300734363e-06,0.03362474531493203,0.09099146677288529,0.06079076622214683,0.061802326103321384
azure,B4MS-1,11d4515d916b810e82d25d90d9cc29181d2832ce,MEM SPEED,MiB/s,38250.49920770878,33261.526666666665,47098.23333333334,37044.22833333333,37852.130000000005,39391.653333333335,2347.425000000003,36056.80666666667,41343.494999999995,1811.944588690163,5.019542332177078e-06,0.018521676586821356,0.04737048211713259,0.03086906233180945,0.03225374034525447
azure,A2-1,277604812f42491cbabe59d60001aaffc925c2b5,CPU BZIP2,seconds,13.684173976608188,11.725333333333333,15.396333333333333,13.326333333333332,13.556999999999999,14.040333333333335,0.7140000000000022,13.006683333333331,14.51945,0.5137631826876256,1.1905231359649122,0.015049513349496146,0.037544332859685614,0.023459790964454823,0.025351212391212193
